Participant,Worker,Overall,RecommendHiring,Colleague,Engaged,Excited,EyeContact,Smiled,SpeakingRate,NoFillers,Friendly,Paused,EngagingTone,StructuredAnswers,Calm,NotStressed,Focused,Authentic,NotAwkward,Total
p74,A1ITBXITLY2952,5.0,5.0,6.0,6.0,4.0,6.0,7.0,4.0,3.0,7.0,6.0,5.0,5.0,6.0,6.0,6.0,6.0,5.0,98.0
p74,A1OLRUT93TXWEP,5.0,5.0,4.0,5.0,5.0,6.0,6.0,5.0,5.0,5.0,6.0,5.0,4.0,5.0,5.0,6.0,6.0,4.0,92.0
p74,A1ZQ7A1CUV6RD8,5.0,5.0,6.0,7.0,4.0,4.0,3.0,7.0,3.0,6.0,5.0,3.0,1.0,7.0,7.0,3.0,7.0,3.0,86.0
p74,A2F7D8EOTB663,7.0,6.0,6.0,7.0,5.0,7.0,6.0,6.0,7.0,6.0,7.0,5.0,7.0,7.0,7.0,7.0,6.0,7.0,116.0
p74,A323WW03VM8089,4.0,4.0,4.0,4.0,4.0,3.0,4.0,7.0,4.0,4.0,4.0,4.0,4.0,6.0,4.0,4.0,5.0,4.0,77.0
p74,A34M93NJC830DP,4.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,6.0,4.0,5.0,2.0,4.0,5.0,5.0,5.0,5.0,5.0,80.0
p74,ABM77ZQWCHPNX,5.0,5.0,5.0,3.0,5.0,6.0,6.0,7.0,6.0,5.0,6.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,99.0
p74,ANUXUJE8QRE0C,6.0,6.0,7.0,7.0,5.0,6.0,7.0,5.25,5.0,7.0,6.0,4.0,6.0,7.0,7.0,6.0,7.0,7.0,111.25
p74,ARX0S1CIDJLOX,6.0,5.0,5.0,5.0,6.0,7.0,7.0,3.0,7.0,5.0,7.0,6.0,5.0,3.0,3.0,6.0,7.0,3.0,96.0
p74,AGGR,5.11090393639,4.91981245352,5.05539423735,5.27372703195,4.5719662824,5.67418548821,5.81608992543,4.97720019597,5.12217032282,5.39940836233,5.79684105134,4.20457727668,4.64128690398,5.64994390774,5.51744948413,5.60975410779,5.93366980377,4.94780195384,94.2221827256
p76,A1ITBXITLY2952,6.0,7.0,7.0,6.0,5.0,6.0,7.0,4.0,7.0,6.0,7.0,5.0,6.0,7.0,6.0,7.0,6.0,7.0,112.0
p76,A1OLRUT93TXWEP,6.0,6.0,5.0,5.0,6.0,5.0,6.0,5.0,5.0,5.0,7.0,6.0,5.0,7.0,7.0,6.0,5.0,6.0,103.0
p76,A1ZQ7A1CUV6RD8,4.0,4.0,3.0,6.0,1.0,6.0,4.0,3.5,7.0,1.0,7.0,2.0,5.0,7.0,7.0,6.0,5.0,6.0,84.5
p76,A2F7D8EOTB663,6.0,5.0,5.0,7.0,5.0,7.0,7.0,5.0,7.0,6.0,7.0,6.0,5.0,7.0,7.0,7.0,6.0,7.0,112.0
p76,A323WW03VM8089,5.0,5.0,6.0,3.0,4.0,4.0,5.0,7.0,5.0,6.0,5.0,5.0,5.0,6.0,5.0,5.0,6.0,5.0,92.0
p76,A34M93NJC830DP,6.0,6.0,5.0,6.0,5.0,6.0,6.0,4.0,6.0,5.0,6.0,5.0,5.0,6.0,6.0,5.0,6.0,6.0,100.0
p76,ABM77ZQWCHPNX,6.0,6.0,6.0,2.0,5.0,7.0,7.0,7.0,7.0,5.0,6.0,6.0,6.0,7.0,7.0,6.0,6.0,7.0,109.0
p76,ANUXUJE8QRE0C,6.0,6.0,7.0,6.0,5.0,5.0,6.0,5.25,6.0,6.0,2.0,5.0,7.0,7.0,7.0,7.0,7.0,7.0,107.25
p76,ARX0S1CIDJLOX,7.0,7.0,7.0,7.0,6.0,7.0,7.0,5.0,7.0,7.0,7.0,7.0,7.0,6.0,7.0,7.0,7.0,7.0,122.0
p76,AGGR,5.89520632644,5.95268582323,5.66204972084,5.57341609142,4.95210301001,5.87660268555,6.24863339964,4.81149020615,6.2481450674,5.35486234899,6.22692242757,5.32815514847,5.53431847292,6.65413489069,6.48785718102,6.16838343318,5.92273458331,6.43603618224,105.333736999
p77,A1ITBXITLY2952,5.0,5.0,6.0,5.0,5.0,5.0,7.0,4.0,1.0,6.0,7.0,4.0,4.0,6.0,6.0,5.0,5.0,6.0,92.0
p77,A1OLRUT93TXWEP,6.0,6.0,7.0,5.0,5.0,5.0,5.0,5.0,4.0,6.0,6.0,6.0,5.0,6.0,6.0,7.0,7.0,7.0,104.0
p77,A1ZQ7A1CUV6RD8,5.0,4.0,6.0,7.0,5.0,5.0,6.0,5.25,3.0,6.0,7.0,6.0,1.0,7.0,7.0,6.0,6.0,7.0,99.25
p77,A2F7D8EOTB663,6.0,5.0,6.0,6.0,5.0,7.0,5.0,5.0,7.0,5.0,7.0,6.0,6.0,7.0,7.0,7.0,5.0,7.0,109.0
p77,A323WW03VM8089,4.0,4.0,4.0,4.0,5.0,3.0,4.0,7.0,4.0,4.0,4.0,5.0,5.0,6.0,6.0,5.0,5.0,6.0,85.0
p77,A34M93NJC830DP,5.0,4.0,4.0,5.0,6.0,3.0,4.0,5.0,5.0,5.0,6.0,5.0,5.0,4.0,4.0,5.0,6.0,4.0,85.0
p77,ABM77ZQWCHPNX,4.0,4.0,4.0,4.0,4.0,5.0,3.0,5.25,2.0,4.0,6.0,3.0,3.0,7.0,7.0,4.0,6.0,7.0,82.25
p77,ANUXUJE8QRE0C,5.0,5.0,5.0,4.0,4.0,3.0,6.0,5.25,3.0,6.0,7.0,5.0,6.0,7.0,5.0,3.0,5.0,5.0,89.25
p77,ARX0S1CIDJLOX,5.0,4.0,3.0,5.0,5.0,3.0,3.0,5.0,3.0,4.0,6.0,5.0,6.0,6.0,5.0,4.0,5.0,4.0,81.0
p77,AGGR,5.15798232393,4.70513483313,5.20451666184,5.02649956042,5.0684564842,4.39274010544,4.93485037369,5.00651856578,3.70303430915,5.2721860111,6.28962198841,5.04403205584,4.74113323385,5.8994254525,5.6759830517,5.34373011446,5.66348787282,5.77142619702,92.9007591953
p78,A1ITBXITLY2952,5.0,5.0,4.0,6.0,4.0,6.0,7.0,4.0,6.0,6.0,7.0,5.0,4.0,5.0,6.0,6.0,6.0,4.0,96.0
p78,A1OLRUT93TXWEP,4.0,4.0,4.0,3.0,4.0,4.0,5.0,5.0,4.0,5.0,5.0,4.0,5.0,4.0,4.0,5.0,4.0,3.0,76.0
p78,A1ZQ7A1CUV6RD8,7.0,7.0,6.0,6.0,6.0,7.0,5.0,7.0,7.0,5.0,1.0,5.0,1.0,7.0,7.0,6.0,6.0,6.0,102.0
p78,A2F7D8EOTB663,6.0,5.0,6.0,6.0,6.0,5.0,6.0,4.0,6.0,6.0,7.0,5.0,5.0,5.0,6.0,7.0,6.0,6.0,103.0
p78,A323WW03VM8089,3.0,3.0,3.0,5.0,5.0,3.0,3.0,5.25,3.0,5.0,4.0,3.0,3.0,4.0,3.0,4.0,5.0,2.0,66.25
p78,A34M93NJC830DP,5.0,6.0,5.0,5.0,6.0,6.0,4.0,4.0,7.0,5.0,5.0,4.0,6.0,5.0,5.0,6.0,6.0,5.0,95.0
p78,ABM77ZQWCHPNX,4.0,4.0,4.0,3.0,6.0,6.0,6.0,7.0,5.0,5.0,7.0,5.0,3.0,5.0,5.0,4.0,6.0,5.0,90.0
p78,ANUXUJE8QRE0C,5.0,6.0,6.0,6.0,5.0,5.0,7.0,5.25,7.0,7.0,7.0,2.0,6.0,7.0,7.0,7.0,7.0,7.0,109.25
p78,ARX0S1CIDJLOX,2.0,1.0,4.0,3.0,2.0,6.0,5.0,1.0,1.0,3.0,7.0,3.0,1.0,2.0,3.0,1.0,5.0,1.0,51.0
p78,AGGR,4.64231431965,4.73115657333,4.63473179131,4.80953897288,4.87405749468,5.32683262155,5.33905789165,4.47908460956,5.36451738309,5.29175365885,5.71268617099,4.12014581192,4.32581402037,4.80321754184,5.10236255167,5.3932381227,5.59464185481,4.312851643,88.8580030339
p79,A1ITBXITLY2952,5.0,5.0,6.0,6.0,6.0,5.0,7.0,4.0,3.0,7.0,7.0,5.0,3.0,5.0,6.0,5.0,6.0,3.0,94.0
p79,A1OLRUT93TXWEP,5.0,5.0,4.0,6.0,6.0,5.0,6.0,6.0,5.0,7.0,5.0,4.0,5.0,5.0,6.0,6.0,7.0,5.0,98.0
p79,A1ZQ7A1CUV6RD8,3.0,2.0,3.0,6.0,2.0,1.0,5.0,7.0,5.0,4.0,5.0,6.0,6.0,7.0,3.0,6.0,7.0,1.0,79.0
p79,A2F7D8EOTB663,6.0,6.0,7.0,7.0,7.0,6.0,7.0,6.0,3.0,7.0,6.0,6.0,3.0,5.0,6.0,7.0,6.0,7.0,108.0
p79,A323WW03VM8089,3.0,3.0,5.0,6.0,6.0,2.0,3.0,5.25,3.0,7.0,4.0,5.0,3.0,3.0,2.0,5.0,7.0,3.0,75.25
p79,A34M93NJC830DP,4.0,4.0,3.0,5.0,4.0,5.0,6.0,4.0,5.0,6.0,3.0,4.0,3.0,3.0,4.0,4.0,6.0,4.0,77.0
p79,ABM77ZQWCHPNX,4.0,4.0,4.0,4.0,4.0,5.0,3.0,7.0,2.0,5.0,5.0,4.0,4.0,4.0,4.0,2.0,6.0,4.0,75.0
p79,ANUXUJE8QRE0C,6.0,7.0,7.0,7.0,7.0,3.0,7.0,3.5,3.0,7.0,5.0,7.0,5.0,7.0,7.0,7.0,7.0,7.0,109.5
p79,ARX0S1CIDJLOX,7.0,7.0,7.0,7.0,7.0,6.0,7.0,5.0,7.0,7.0,5.0,7.0,4.0,4.0,4.0,6.0,7.0,5.0,109.0
p79,AGGR,4.82698392841,4.84516165703,4.95012536989,5.93571972131,5.5047386594,4.61754428226,5.99791303749,5.04899580341,4.09771465943,6.50081710451,4.9884801945,5.03357609973,3.79439931967,4.58222379238,4.95652619884,5.29094368833,6.4412252702,4.40843258835,91.8215213751
p80,A1ITBXITLY2952,5.0,5.0,5.0,6.0,4.0,7.0,6.0,4.0,7.0,5.0,6.0,4.0,5.0,6.0,6.0,6.0,6.0,4.0,97.0
p80,A1OLRUT93TXWEP,5.0,5.0,5.0,6.0,6.0,5.0,7.0,5.0,6.0,6.0,6.0,5.0,6.0,6.0,6.0,7.0,5.0,6.0,103.0
p80,A1ZQ7A1CUV6RD8,6.0,6.0,5.0,7.0,6.0,5.0,4.0,7.0,4.0,5.0,7.0,6.0,1.0,7.0,7.0,7.0,7.0,6.0,103.0
p80,A2F7D8EOTB663,5.0,4.0,6.0,7.0,5.0,7.0,7.0,5.0,6.0,7.0,7.0,5.0,2.0,6.0,7.0,7.0,6.0,7.0,106.0
p80,A323WW03VM8089,5.0,5.0,7.0,7.0,5.0,2.0,6.0,7.0,4.0,7.0,3.0,6.0,3.0,6.0,6.0,6.0,7.0,4.0,96.0
p80,A34M93NJC830DP,4.0,4.0,4.0,5.0,5.0,5.0,6.0,4.0,4.0,6.0,5.0,6.0,3.0,5.0,5.0,4.0,6.0,5.0,86.0
p80,ABM77ZQWCHPNX,4.0,4.0,3.0,7.0,4.0,7.0,7.0,5.25,3.0,7.0,7.0,6.0,4.0,7.0,7.0,6.0,7.0,7.0,102.25
p80,ANUXUJE8QRE0C,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,5.0,7.0,6.0,7.0,6.0,7.0,7.0,6.0,121.0
p80,ARX0S1CIDJLOX,3.0,1.0,1.0,6.0,7.0,7.0,7.0,6.0,1.0,7.0,3.0,7.0,1.0,1.0,3.0,1.0,7.0,3.0,72.0
p80,AGGR,4.78938728037,4.5240255566,4.77144902038,6.17102032091,5.28722854802,5.80582515268,6.38487933885,5.1046814048,5.03461389739,6.16352077699,5.53404859109,5.51372021512,3.76562654207,5.61660066264,5.80737630646,5.63548254177,6.16410359022,5.26987205399,97.3434618004
p81,A1ITBXITLY2952,6.0,6.0,6.0,6.0,5.0,5.0,6.0,4.0,3.0,6.0,6.0,5.0,6.0,7.0,7.0,6.0,6.0,7.0,103.0
p81,A1OLRUT93TXWEP,5.0,5.0,6.0,5.0,5.0,6.0,6.0,5.0,4.0,5.0,6.0,5.0,6.0,5.0,6.0,5.0,6.0,5.0,96.0
p81,A1ZQ7A1CUV6RD8,5.0,6.0,6.0,7.0,6.0,6.0,5.0,1.75,2.0,5.0,7.0,5.0,5.0,7.0,6.0,7.0,6.0,2.0,94.75
p81,A2F7D8EOTB663,6.0,6.0,7.0,7.0,5.0,6.0,3.0,6.0,5.0,5.0,7.0,5.0,6.0,6.0,6.0,7.0,5.0,7.0,105.0
p81,A323WW03VM8089,5.0,5.0,6.0,5.0,5.0,4.0,5.0,5.25,4.0,5.0,4.0,5.0,4.0,5.0,4.0,5.0,7.0,4.0,87.25
p81,A34M93NJC830DP,6.0,6.0,5.0,6.0,5.0,5.0,4.0,4.0,6.0,6.0,6.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,100.0
p81,ABM77ZQWCHPNX,5.0,5.0,5.0,2.0,5.0,6.0,6.0,3.5,3.0,5.0,4.0,6.0,4.0,5.0,5.0,6.0,5.0,5.0,85.5
p81,ANUXUJE8QRE0C,6.0,6.0,6.0,6.0,5.0,5.0,7.0,5.25,2.0,7.0,1.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,104.25
p81,ARX0S1CIDJLOX,4.0,4.0,6.0,2.0,3.0,5.0,7.0,6.0,2.0,6.0,4.0,6.0,2.0,1.0,2.0,2.0,4.0,3.0,69.0
p81,AGGR,5.4967854764,5.55319382773,5.84916849292,5.39096766186,4.90786786953,5.33900086017,5.26504171858,4.56986662995,3.88038137961,5.60309079617,5.39465410323,5.21116141331,5.46399215651,5.63567827507,5.75700633906,5.71477411164,5.81316647553,5.55275103042,96.3985486177
p83,A1ITBXITLY2952,5.0,5.0,6.0,6.0,6.0,5.0,7.0,4.0,2.0,7.0,7.0,6.0,5.0,5.0,6.0,6.0,6.0,6.0,100.0
p83,A1OLRUT93TXWEP,6.0,5.0,7.0,5.0,6.0,6.0,7.0,5.0,4.0,6.0,7.0,5.0,5.0,5.0,6.0,6.0,7.0,5.0,103.0
p83,A1ZQ7A1CUV6RD8,6.0,6.0,7.0,7.0,5.0,5.0,6.0,5.25,2.0,7.0,7.0,6.0,2.0,7.0,7.0,6.0,6.0,7.0,104.25
p83,A2F7D8EOTB663,6.0,6.0,7.0,7.0,7.0,7.0,7.0,5.0,6.0,7.0,7.0,6.0,6.0,6.0,7.0,7.0,6.0,7.0,117.0
p83,A323WW03VM8089,5.0,6.0,7.0,6.0,6.0,5.0,5.0,5.25,4.0,7.0,4.0,5.0,4.0,5.0,4.0,5.0,7.0,4.0,94.25
p83,A34M93NJC830DP,6.0,5.0,4.0,5.0,6.0,6.0,6.0,4.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,6.0,5.0,98.0
p83,ABM77ZQWCHPNX,5.0,5.0,5.0,5.0,5.0,6.0,6.0,7.0,3.0,6.0,6.0,6.0,6.0,5.0,5.0,6.0,6.0,6.0,99.0
p83,ANUXUJE8QRE0C,7.0,7.0,7.0,7.0,6.0,5.0,7.0,7.0,6.0,7.0,4.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,119.0
p83,ARX0S1CIDJLOX,7.0,7.0,7.0,7.0,7.0,6.0,7.0,5.0,6.0,7.0,7.0,7.0,6.0,4.0,6.0,6.0,7.0,6.0,115.0
p83,AGGR,5.84600327782,5.53718944681,6.08504610651,5.88471977888,6.07237803909,5.74527886013,6.54344447601,4.92479784023,4.41832716622,6.56263386472,6.30984737567,5.91289572283,5.37244412606,5.30453986363,5.84766850058,5.91981245352,6.38481691887,5.74026020682,104.412104024
p84,A1ITBXITLY2952,6.0,6.0,6.0,6.0,5.0,6.0,7.0,4.0,2.0,7.0,6.0,6.0,5.0,5.0,7.0,6.0,6.0,6.0,102.0
p84,A1OLRUT93TXWEP,6.0,6.0,6.0,6.0,7.0,6.0,7.0,5.0,4.0,7.0,6.0,6.0,7.0,6.0,6.0,6.0,7.0,5.0,109.0
p84,A1ZQ7A1CUV6RD8,6.0,7.0,7.0,7.0,6.0,6.0,6.0,7.0,2.0,7.0,7.0,7.0,2.0,7.0,7.0,6.0,7.0,1.0,105.0
p84,A2F7D8EOTB663,6.0,6.0,7.0,7.0,6.0,5.0,7.0,5.0,7.0,7.0,7.0,6.0,6.0,6.0,7.0,7.0,6.0,7.0,115.0
p84,A323WW03VM8089,4.0,5.0,6.0,5.0,5.0,5.0,5.0,7.0,4.0,6.0,4.0,5.0,4.0,5.0,4.0,5.0,7.0,4.0,90.0
p84,A34M93NJC830DP,6.0,7.0,5.0,6.0,5.0,6.0,6.0,4.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,6.0,6.0,5.0,101.0
p84,ABM77ZQWCHPNX,5.0,5.0,5.0,3.0,4.0,6.0,5.0,7.0,3.0,5.0,7.0,5.0,5.0,7.0,7.0,5.0,5.0,6.0,95.0
p84,ANUXUJE8QRE0C,7.0,7.0,7.0,7.0,7.0,7.0,7.0,3.5,5.0,7.0,5.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,118.5
p84,ARX0S1CIDJLOX,7.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,7.0,7.0,5.0,7.0,7.0,3.0,5.0,7.0,7.0,5.0,115.0
p84,AGGR,5.95405680479,6.28206002452,6.05443316509,6.06892342498,5.74806391498,5.96578786707,6.48113938355,4.95266403677,4.53483256915,6.60379494668,5.9541839413,6.07671236792,5.51848839033,5.52459319386,6.07230918336,6.13712525857,6.37892017774,5.32753985797,105.635628509
p85,A1ITBXITLY2952,6.0,6.0,6.0,6.0,5.0,6.0,6.0,4.0,5.0,6.0,6.0,5.0,5.0,7.0,7.0,6.0,6.0,6.0,104.0
p85,A1OLRUT93TXWEP,5.0,4.0,5.0,5.0,5.0,4.0,4.0,4.0,2.0,6.0,5.0,4.0,5.0,5.0,5.0,6.0,6.0,4.0,84.0
p85,A1ZQ7A1CUV6RD8,6.0,6.0,5.0,7.0,6.0,6.0,5.0,3.5,5.0,6.0,6.0,5.0,2.0,6.0,6.0,7.0,6.0,6.0,99.5
p85,A2F7D8EOTB663,4.0,4.0,5.0,6.0,4.0,5.0,3.0,7.0,6.0,5.0,5.0,2.0,4.0,5.0,6.0,6.0,6.0,6.0,89.0
p85,A323WW03VM8089,5.0,5.0,6.0,5.0,4.0,5.0,5.0,3.5,2.0,6.0,4.0,5.0,3.0,5.0,5.0,5.0,7.0,4.0,84.5
p85,A34M93NJC830DP,6.0,5.0,5.0,5.0,5.0,6.0,6.0,6.0,4.0,5.0,6.0,4.0,4.0,4.0,4.0,5.0,6.0,4.0,90.0
p85,ABM77ZQWCHPNX,5.0,5.0,5.0,5.0,6.0,7.0,6.0,3.5,3.0,6.0,2.0,6.0,5.0,5.0,5.0,6.0,6.0,6.0,92.5
p85,ANUXUJE8QRE0C,6.0,6.0,6.0,7.0,7.0,6.0,6.0,3.5,3.0,7.0,6.0,7.0,6.0,6.0,7.0,7.0,7.0,7.0,110.5
p85,ARX0S1CIDJLOX,4.0,4.0,3.0,5.0,6.0,6.0,3.0,7.0,2.0,3.0,1.0,1.0,4.0,1.0,3.0,4.0,4.0,3.0,64.0
p85,AGGR,5.31955134377,4.94449030095,5.16659354873,5.5531108433,5.1590873908,5.53980986624,4.96464321581,4.85419639407,3.7069987238,5.52960645867,4.96039937388,4.18887152001,4.37642746289,4.97716728861,5.31711509234,5.71085908107,5.99229280996,4.969158848,91.2303795629
p86,A1ITBXITLY2952,4.0,4.0,5.0,6.0,6.0,5.0,7.0,4.0,4.0,7.0,6.0,6.0,3.0,5.0,6.0,6.0,6.0,5.0,95.0
p86,A1OLRUT93TXWEP,6.0,5.0,5.0,6.0,7.0,6.0,6.0,6.0,2.0,6.0,7.0,6.0,5.0,6.0,6.0,5.0,6.0,6.0,102.0
p86,A1ZQ7A1CUV6RD8,6.0,6.0,6.0,7.0,5.0,6.0,6.0,3.5,2.0,6.0,7.0,5.0,2.0,7.0,7.0,7.0,7.0,6.0,101.5
p86,A2F7D8EOTB663,3.0,3.0,5.0,5.0,4.0,5.0,6.0,5.0,4.0,6.0,4.0,4.0,1.0,7.0,6.0,5.0,7.0,6.0,86.0
p86,A323WW03VM8089,3.0,2.0,5.0,3.0,6.0,3.0,4.0,5.25,2.0,5.0,4.0,6.0,3.0,3.0,2.0,4.0,6.0,2.0,68.25
p86,A34M93NJC830DP,5.0,4.0,4.0,5.0,4.0,6.0,6.0,4.0,6.0,6.0,5.0,5.0,3.0,4.0,4.0,4.0,6.0,5.0,86.0
p86,ABM77ZQWCHPNX,4.0,4.0,4.0,6.0,6.0,7.0,2.0,7.0,3.0,7.0,6.0,6.0,5.0,7.0,7.0,6.0,6.0,4.0,97.0
p86,ANUXUJE8QRE0C,5.0,5.0,6.0,7.0,5.0,5.0,7.0,7.0,5.0,5.0,5.0,6.0,6.0,6.0,7.0,7.0,5.0,4.0,103.0
p86,ARX0S1CIDJLOX,3.0,2.0,4.0,5.0,4.0,6.0,7.0,4.0,3.0,6.0,7.0,4.0,1.0,3.0,3.0,2.0,6.0,4.0,74.0
p86,AGGR,4.47483851696,3.95926002144,4.78907144132,5.53581365638,5.24584067598,5.49785539635,5.94144226619,4.92152637072,3.76396816111,6.09577253947,5.65432133432,5.35606102632,3.24920388012,5.22898627567,5.29480464061,5.00418910267,6.09864351335,4.9330399308,91.0446387498
p89,A1ITBXITLY2952,5.0,5.0,5.0,5.0,4.0,5.0,6.0,4.0,2.0,6.0,5.0,5.0,4.0,5.0,5.0,6.0,5.0,4.0,86.0
p89,A1OLRUT93TXWEP,5.0,3.0,4.0,3.0,4.0,2.0,5.0,4.0,4.0,5.0,5.0,4.0,3.0,4.0,4.0,3.0,4.0,3.0,69.0
p89,A1ZQ7A1CUV6RD8,4.0,5.0,3.0,3.0,3.0,4.0,5.0,7.0,2.0,5.0,6.0,3.0,1.0,6.0,7.0,6.0,7.0,6.0,83.0
p89,A2F7D8EOTB663,5.0,4.0,6.0,5.0,4.0,6.0,4.0,4.0,3.0,5.0,6.0,6.0,2.0,6.0,6.0,5.0,6.0,6.0,89.0
p89,A323WW03VM8089,3.0,4.0,5.0,3.0,3.0,4.0,5.0,7.0,4.0,5.0,4.0,5.0,3.0,5.0,5.0,5.0,6.0,3.0,79.0
p89,A34M93NJC830DP,5.0,4.0,4.0,5.0,4.0,6.0,4.0,4.0,6.0,5.0,5.0,4.0,3.0,6.0,6.0,5.0,6.0,5.0,87.0
p89,ABM77ZQWCHPNX,5.0,5.0,5.0,2.0,6.0,6.0,2.0,7.0,3.0,7.0,6.0,6.0,5.0,6.0,6.0,6.0,6.0,6.0,95.0
p89,ANUXUJE8QRE0C,6.0,6.0,7.0,6.0,4.0,2.0,5.0,7.0,6.0,7.0,5.0,6.0,6.0,7.0,7.0,7.0,7.0,7.0,108.0
p89,ARX0S1CIDJLOX,3.0,2.0,2.0,3.0,2.0,3.0,5.0,3.0,1.0,5.0,6.0,3.0,1.0,6.0,6.0,3.0,5.0,2.0,61.0
p89,AGGR,4.73714282322,4.12393247444,4.55530493371,4.15439242209,3.85341413998,4.3803795476,4.66521656282,4.70436996571,3.6965122358,5.44808308358,5.24355771485,4.61729418711,3.14449073711,5.49461135695,5.55101970827,4.95421908822,5.54299667918,4.51567418816,83.3826118488
pp1,A1ITBXITLY2952,5.0,5.0,5.0,6.0,4.0,7.0,2.0,4.0,4.0,4.0,6.0,5.0,5.0,6.0,6.0,6.0,4.0,5.0,89.0
pp1,A1OLRUT93TXWEP,4.0,4.0,5.0,4.0,3.0,5.0,3.0,5.0,5.0,4.0,5.0,3.0,6.0,6.0,5.0,7.0,5.0,4.0,83.0
pp1,A1ZQ7A1CUV6RD8,6.0,5.0,5.0,7.0,4.0,6.0,1.0,5.25,3.0,3.0,7.0,3.0,1.0,7.0,7.0,6.0,3.0,5.0,84.25
pp1,A2F7D8EOTB663,5.0,4.0,5.0,5.0,5.0,7.0,3.0,6.0,6.0,5.0,7.0,5.0,5.0,6.0,6.0,7.0,6.0,6.0,99.0
pp1,A323WW03VM8089,4.0,4.0,2.0,3.0,3.0,4.0,4.0,7.0,4.0,3.0,4.0,5.0,4.0,6.0,5.0,4.0,5.0,4.0,75.0
pp1,A34M93NJC830DP,6.0,6.0,5.0,6.0,5.0,7.0,4.0,4.0,6.0,5.0,6.0,5.0,6.0,5.0,5.0,5.0,6.0,5.0,97.0
pp1,ABM77ZQWCHPNX,5.0,5.0,5.0,3.0,5.0,7.0,5.0,7.0,3.0,5.0,6.0,6.0,6.0,7.0,7.0,6.0,6.0,4.0,98.0
pp1,ANUXUJE8QRE0C,5.0,5.0,5.0,6.0,5.0,7.0,2.0,7.0,3.0,6.0,6.0,5.0,6.0,6.0,6.0,6.0,7.0,6.0,99.0
pp1,ARX0S1CIDJLOX,4.0,3.0,3.0,3.0,4.0,6.0,1.0,5.0,3.0,3.0,7.0,2.0,4.0,6.0,6.0,5.0,5.0,5.0,75.0
pp1,AGGR,4.95152516901,4.70402533481,4.65271788279,4.99169270144,4.22309947297,6.33115299993,2.88596105015,5.15755170286,4.54648141875,4.33672034691,5.94529202437,4.38725089468,5.14580135722,5.91336578718,5.67740518916,5.87442230708,5.24652870952,4.89314163145,89.8641359803
pp3,A1ITBXITLY2952,5.0,6.0,6.0,6.0,5.0,6.0,7.0,4.0,4.0,6.0,4.0,6.0,4.0,5.0,6.0,6.0,5.0,5.0,96.0
pp3,A1OLRUT93TXWEP,6.0,6.0,6.0,7.0,6.0,7.0,7.0,4.0,6.0,7.0,6.0,6.0,6.0,7.0,7.0,7.0,6.0,5.0,112.0
pp3,A1ZQ7A1CUV6RD8,3.0,4.0,3.0,5.0,7.0,6.0,5.0,3.5,5.0,7.0,6.0,6.0,3.0,7.0,7.0,6.0,6.0,5.0,94.5
pp3,A2F7D8EOTB663,5.0,5.0,6.0,6.0,6.0,5.0,7.0,5.0,4.0,6.0,3.0,5.0,2.0,5.0,6.0,5.0,5.0,5.0,91.0
pp3,A323WW03VM8089,3.0,3.0,4.0,6.0,6.0,3.0,3.0,5.25,3.0,7.0,3.0,4.0,1.0,3.0,4.0,3.0,4.0,3.0,68.25
pp3,A34M93NJC830DP,5.0,5.0,5.0,6.0,6.0,5.0,6.0,5.0,4.0,6.0,6.0,5.0,5.0,5.0,6.0,5.0,6.0,6.0,97.0
pp3,ABM77ZQWCHPNX,4.0,4.0,4.0,4.0,5.0,6.0,6.0,7.0,2.0,6.0,6.0,5.0,5.0,7.0,7.0,4.0,5.0,6.0,93.0
pp3,ANUXUJE8QRE0C,7.0,7.0,7.0,7.0,7.0,5.0,7.0,5.25,3.0,7.0,5.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,116.25
pp3,ARX0S1CIDJLOX,5.0,5.0,3.0,6.0,6.0,6.0,6.0,5.0,2.0,7.0,3.0,5.0,3.0,1.0,6.0,5.0,3.0,6.0,83.0
pp3,AGGR,5.0112693274,5.2419784175,5.22009803815,6.06328092993,5.89438860005,5.57421677227,6.28027146017,4.73119185588,3.98185116529,6.4412252702,4.80479635848,5.48334742441,4.26777504976,5.2964504327,6.23051848634,5.52450850636,5.36585386045,5.35860072625,96.7716226816
pp4,A1ITBXITLY2952,6.0,6.0,6.0,6.0,5.0,6.0,7.0,4.0,2.0,6.0,6.0,5.0,4.0,6.0,6.0,5.0,7.0,4.0,97.0
pp4,A1OLRUT93TXWEP,5.0,5.0,6.0,5.0,6.0,5.0,6.0,4.0,5.0,5.0,6.0,6.0,6.0,5.0,5.0,6.0,6.0,4.0,96.0
pp4,A1ZQ7A1CUV6RD8,6.0,6.0,6.0,7.0,5.0,7.0,2.0,3.5,2.0,4.0,7.0,3.0,3.0,7.0,7.0,7.0,6.0,7.0,95.5
